Facility ID,State,Clinical Outcomes Score,Person and Community Engagement Score, Safety Score,Efficiency and Cost Reduction Score,TPS
10001,AL,60,45,40,0,36.25
10005,AL,38,35,40,0,28.25
10006,AL,22,25,56,0,25.75
10007,AL,6.666666667,52,,0,19.55555556
10011,AL,26,28,32,0,21.5
10012,AL,45,14,90,30,44.75
10016,AL,48,21,66,0,33.75
10019,AL,50,42,38,0,32.5
10021,AL,30,54,,0,28
10023,AL,32,26,2,0,15
10024,AL,18,29,34,0,20.25
10029,AL,12,39,58,30,34.75
10033,AL,54,37,24,10,31.25
10034,AL,50,49,,100,66.33333333
10035,AL,18,20,46,0,21
10036,AL,72,16,75,10,43.25
10038,AL,22,32,50,10,28.5
10039,AL,30,32,24,0,21.5
10040,AL,38,18,80,0,34
10045,AL,6.666666667,83,,50,46.55555556
10046,AL,62,30,50,40,45.5
10049,AL,40,25,50,30,36.25
10052,AL,15,61,,0,25.33333333
10055,AL,8,26,50,10,23.5
10056,AL,70,48,38,0,39
10061,AL,32.5,31,,0,21.16666667
10062,AL,33.33333333,59,,10,34.11111111
10065,AL,42,53,100,0,48.75
10069,AL,33.33333333,40,,0,24.44444444
10073,AL,30,82,,20,44
10078,AL,32,22,16,10,20
10079,AL,7.5,31,33.33333333,30,25.45833333
10083,AL,36,54,55,30,43.75
10085,AL,40,22,26,10,24.5
10086,AL,23.33333333,65,,0,29.44444444
10087,AL,,26,58,0,28
10089,AL,25,37,35,0,24.25
10090,AL,44,37,56,10,36.75
10092,AL,34,14,18,0,16.5
10099,AL,36.66666667,50,,0,28.88888889
10100,AL,30,46,42,30,37
10103,AL,42,33,60,0,33.75
10104,AL,48,41,34,0,30.75
10108,AL,82.5,62,15,30,47.375
10112,AL,16.66666667,46,,60,40.88888889
10113,AL,30,48,24,0,25.5
10114,AL,22,23,46,0,22.75
10118,AL,15,18,90,10,33.25
10120,AL,16.66666667,87,,0,34.55555556
10125,AL,50,56,,50,52
10129,AL,25,66,,30,40.33333333
10130,AL,13.33333333,67,,50,43.44444444
10131,AL,26,25,38,20,27.25
10139,AL,42,30,22,0,23.5
10144,AL,22,30,26,20,24.5
10148,AL,83.33333333,34,,50,55.77777778
10149,AL,30,33,14,0,19.25
10150,AL,0,26,,0,8.666666667
10157,AL,36.66666667,50,,20,35.55555556
10158,AL,27.5,48,,10,28.5
10164,AL,46,36,100,10,48
10168,AL,33.33333333,95,,50,59.44444444
10169,AL,20,56,,70,48.66666667
10173,AL,30,93,,70,64.33333333
20001,AK,36,23,12,50,30.25
20006,AK,46,17,90,100,63.25
20008,AK,47.5,62,,40,49.83333333
20012,AK,54,58,26.66666667,100,59.66666667
20017,AK,46,41,28,70,46.25
20018,AK,26.66666667,25,,100,50.55555556
20024,AK,30,30,,90,50
20026,AK,42,15,24,60,35.25
30002,AZ,28,28,28,10,23.5
30006,AZ,40,13,22,0,18.75
30007,AZ,44,31,60,20,38.75
30010,AZ,58,16,54,0,32
30011,AZ,34,20,50,0,26
30012,AZ,44,20,48,0,28
30013,AZ,44,15,24,10,23.25
30014,AZ,44,32,42,0,29.5
30016,AZ,30,20,64,30,36
30022,AZ,,13,18,0,10.33333333
30023,AZ,32,20,28,0,20
30024,AZ,37.5,19,28,0,21.125
30030,AZ,34,12,44,0,22.5
30036,AZ,26,21,10,0,14.25
30037,AZ,50,11,36.66666667,10,26.91666667
30038,AZ,40,29,38,10,29.25
30043,AZ,30,24,50,50,38.5
30055,AZ,34,16,80,60,47.5
30061,AZ,54,15,42,30,35.25
30062,AZ,60,29,50,80,54.75
30064,AZ,48,21,44,0,28.25
30065,AZ,42,13,44,0,24.75
30068,AZ,20,44,,20,28
30069,AZ,40,11,95,30,44
30071,AZ,43.33333333,22,,100,55.11111111
30073,AZ,65,42,,100,69
30083,AZ,20,28,87.5,20,38.875
30084,AZ,45,56,,100,67
30085,AZ,14,21,58,20,28.25
30087,AZ,62,22,36,0,30
30088,AZ,22,15,50,0,21.75
30089,AZ,26,13,22,0,15.25
30092,AZ,30,22,24,0,19
30093,AZ,44,14,46,40,36
30094,AZ,50,18,54,0,30.5
30101,AZ,46,11,44,70,42.75
30103,AZ,84,88,32,40,61
30105,AZ,50,29,60,10,37.25
30110,AZ,28,19,94,0,35.25
30111,AZ,55,24,57.5,50,46.625
30114,AZ,42,24,,30,32
30115,AZ,34,17,32,40,30.75
30117,AZ,42,23,,40,35
30119,AZ,60,25,34,10,32.25
30121,AZ,48,14,56,10,32
30122,AZ,35,27,48,0,27.5
30123,AZ,66,45,42,30,45.75
30130,AZ,17.5,36,5,60,29.625
30134,AZ,53.33333333,67,,80,66.77777778
40001,AR,37.5,35,,40,37.5
40002,AR,45,36,,0,27
40004,AR,42,27,24,10,25.75
40007,AR,60,15,54,10,34.75
40010,AR,44,26,28,20,29.5
40011,AR,36.66666667,51,,100,62.55555556
40014,AR,32,36,60,0,32
40015,AR,35,55,,0,30
40016,AR,38,26,2,0,16.5
40017,AR,32.5,24,,20,25.5
40019,AR,16.66666667,33,,60,36.55555556
40020,AR,22,22,34,0,19.5
40022,AR,24,21,26,0,17.75
40026,AR,64,19,62,0,36.25
40027,AR,38,37,58,20,38.25
40029,AR,36,44,40,0,30
40036,AR,10,17,18,20,16.25
40039,AR,17.5,22,5,0,11.125
40041,AR,40,20,47.5,0,26.875
40050,AR,35,42,,40,39
40051,AR,66.66666667,34,,80,60.22222222
40055,AR,40,15,28,0,20.75
40062,AR,44,23,34,0,25.25
40067,AR,16.66666667,39,,0,18.55555556
40069,AR,23.33333333,6,,40,23.11111111
40071,AR,36,39,6,0,20.25
40072,AR,40,94,,60,64.66666667
40076,AR,36.66666667,80,,30,48.88888889
40078,AR,26,8,44,10,22
40084,AR,38,26,42.5,10,29.125
40085,AR,26.66666667,55,,90,57.22222222
40088,AR,28,37,75,0,35
40114,AR,8,17,22,0,11.75
40118,AR,22,28,52,10,28
40119,AR,16,38,24,0,19.5
40134,AR,50,82,5,30,41.75
40137,AR,62.5,18,30,0,27.625
40154,AR,44,41,25,40,37.5
50002,CA,34,20,43.33333333,0,24.33333333
50006,CA,60,20,48,40,42
50007,CA,54,37,56,30,44.25
50008,CA,30,23,52.5,20,31.375
50009,CA,48,19,20,50,34.25
50013,CA,56,42,53.33333333,20,42.83333333
50014,CA,50,49,,50,49.66666667
50017,CA,40,29,48,30,36.75
50022,CA,46,14,74,0,33.5
50024,CA,52,32,26.66666667,20,32.66666667
50025,CA,80,39,42,0,40.25
50026,CA,74,19,50,0,35.75
50028,CA,20,39,,30,29.66666667
50030,CA,80,8,75,100,65.75
50036,CA,20,17,34,0,17.75
50038,CA,12.5,21,18,0,12.875
50039,CA,36,31,50,30,36.75
50040,CA,50,15,56,100,55.25
50042,CA,42,34,70,50,49
50043,CA,74,15,54,0,35.75
50045,CA,42,16,0,60,29.5
50047,CA,34,23,46,30,33.25
50054,CA,52.5,35,15,0,25.625
50055,CA,52.5,34,56,40,45.625
50056,CA,30,12,34,0,19
50057,CA,48,17,28,20,28.25
50058,CA,80,30,80,0,47.5
50060,CA,15,16,18,0,12.25
50063,CA,82,16,50,10,39.5
50069,CA,42,31,48,0,30.25
50070,CA,,27,62.5,100,63.16666667
50071,CA,,24,44,50,39.33333333
50072,CA,,12,34,60,35.33333333
50073,CA,35,29,46,100,52.5
50075,CA,45,13,22,30,27.5
50076,CA,,15,38,100,51
50077,CA,60,19,22,0,25.25
50078,CA,10,17,75,0,25.5
50082,CA,68,21,18,10,29.25
50084,CA,32,18,42,10,25.5
50089,CA,20,28,52,0,25
50090,CA,22.5,23,,50,31.83333333
50091,CA,57.5,10,,0,22.5
50093,CA,50,25,22,30,31.75
50099,CA,76,16,50,0,35.5
50100,CA,60,53,28,10,37.75
50101,CA,12,29,82.5,0,30.875
50102,CA,45,27,47.5,0,29.875
50103,CA,66,16,36,0,29.5
50104,CA,70,13,44,0,31.75
50107,CA,36,25,40,50,37.75
50108,CA,48,31,40,10,32.25
50110,CA,25,20,,0,15
50112,CA,98,52,54,0,51
50113,CA,20,25,50,10,26.25
50115,CA,30,21,20,0,17.75
50116,CA,52,38,52,0,35.5
50118,CA,42,20,20,20,25.5
50121,CA,52,18,36,30,34
50122,CA,16,40,25,0,20.25
50124,CA,56,17,40,0,28.25
50125,CA,65,13,54,20,38
50126,CA,82,30,54,0,41.5
50127,CA,25,42,7.5,60,33.625
50128,CA,42,19,10,10,20.25
50129,CA,20,16,30,0,16.5
50131,CA,25,41,,70,45.33333333
50132,CA,96,41,44,0,45.25
50133,CA,14,18,56,10,24.5
50135,CA,100,9,22.5,0,32.875
50136,CA,66,22,,20,36
50137,CA,,19,52,0,23.66666667
50138,CA,,25,48,20,31
50139,CA,,25,38,100,54.33333333
50140,CA,,43,26,40,36.33333333
50145,CA,48,34,30,50,40.5
50149,CA,67.5,13,30,30,35.125
50150,CA,34,29,60,50,43.25
50152,CA,40,14,43.33333333,0,24.33333333
50158,CA,66.66666667,15,50,0,32.91666667
50159,CA,26,19,30,10,21.25
50167,CA,16.66666667,15,18,0,12.41666667
50168,CA,48,24,38,0,27.5
50169,CA,74,35,22,30,40.25
50174,CA,58,13,46,10,31.75
50179,CA,30,24,38,0,23
50180,CA,90,39,38,20,46.75
50191,CA,22.5,11,32,0,16.375
50192,CA,35,18,,0,17.66666667
50194,CA,5,35,0,0,10
50195,CA,38,23,30,0,22.75
50197,CA,72,52,20,30,43.5
50204,CA,46,19,52,0,29.25
50211,CA,37.5,11,50,0,24.625
50222,CA,76,25,34,30,41.25
50224,CA,65,34,58,0,39.25
50226,CA,56,14,56,0,31.5
50228,CA,40,26,22,10,24.5
50230,CA,65,13,90,0,42
50231,CA,48,15,26,10,24.75
50232,CA,38,42,22.5,30,33.125
50234,CA,53.33333333,76,,90,73.11111111
50235,CA,72,17,58,0,36.75
50236,CA,50,22,56,0,32
50238,CA,88,14,32,0,33.5
50239,CA,96,20,46,0,40.5
50242,CA,50,20,38,0,27
50243,CA,34,19,16,0,17.25
50245,CA,37.5,14,42,10,25.875
50248,CA,16.66666667,16,68,0,25.16666667
50261,CA,20,15,52.5,0,21.875
50262,CA,82,42,20,0,36
50272,CA,42,31,50,40,40.75
50276,CA,60,26,68,70,56
50278,CA,46,26,64,0,34
50279,CA,30,16,50,50,36.5
50280,CA,24,23,18,0,16.25
50281,CA,75,64,83.33333333,0,55.58333333
50283,CA,52,26,60,0,34.5
50289,CA,64,18,42.5,20,36.125
50290,CA,96,14,44,0,38.5
50291,CA,42,35,74,30,45.25
50292,CA,13.33333333,37,46,0,24.08333333
50295,CA,24,21,32,0,19.25
50298,CA,62.5,16,,0,26.16666667
50300,CA,80,10,16,0,26.5
50301,CA,42.5,31,53.33333333,40,41.70833333
50305,CA,60,9,58,0,31.75
50308,CA,56,34,42,0,33
50309,CA,44,30,52,30,39
50313,CA,60,20,100,0,45
50315,CA,40,20,44,0,26
50320,CA,60,13,12,0,21.25
50324,CA,64,43,28,10,36.25
50327,CA,60,20,34,0,28.5
50329,CA,35,17,42,0,23.5
50334,CA,32,34,64,10,35
50335,CA,12,22,82.5,80,49.125
50336,CA,62,17,36,30,36.25
50342,CA,46,14,33.33333333,50,35.83333333
50348,CA,50,32,22,0,26
50350,CA,76,14,90,10,47.5
50351,CA,56,41,24,20,35.25
50352,CA,37.5,59,,60,52.16666667
50353,CA,30,29,72,40,42.75
50357,CA,50,90,,20,53.33333333
50360,CA,68,12,32,0,28
50367,CA,38,17,56,10,30.25
50373,CA,25,29,34,50,34.5
50376,CA,42.5,8,24,20,23.625
50378,CA,20,8,,0,9.333333333
50380,CA,60,12,30,0,25.5
50382,CA,52,18,46,0,29
50390,CA,28,7,62,10,26.75
50393,CA,70,22,32,30,38.5
50394,CA,46,48,42,0,34
50396,CA,56,44,24,0,31
50407,CA,45,40,,60,48.33333333
50411,CA,,37,28,70,45
50414,CA,22,26,32.5,60,35.125
50417,CA,47.5,20,,90,52.5
50424,CA,72.5,66,26,30,48.625
50425,CA,40,13,18,80,37.75
50426,CA,75,30,15,20,35
50438,CA,78,26,32,0,34
50441,CA,78,42,28,0,37
50444,CA,46,26,24,20,29
50454,CA,78,44,8,0,32.5
50455,CA,18,19,36,0,18.25
50457,CA,58,15,5,40,29.5
50464,CA,12,21,30,10,18.25
50468,CA,70,12,50,0,33
50471,CA,70,18,12,0,25
50481,CA,34,14,20,0,17
50485,CA,62,16,22,0,25
50488,CA,40,16,36,0,23
50492,CA,36,17,24,0,19.25
50496,CA,70,30,26,20,36.5
50498,CA,40,35,50,60,46.25
50503,CA,72,27,18,20,34.25
50506,CA,22.5,16,62.5,10,27.75
50510,CA,,24,30,90,48
50512,CA,,23,32.5,80,45.16666667
50515,CA,,42,34,100,58.66666667
50516,CA,42,22,28,30,30.5
50517,CA,37.5,16,56,0,27.375
50523,CA,44,18,48,20,32.5
50526,CA,72.5,30,50,10,40.625
50528,CA,0,13,,60,24.33333333
50534,CA,16,15,33.33333333,40,26.08333333
50537,CA,58,38,,40,45.33333333
50541,CA,,49,28,30,35.66666667
50549,CA,62,20,38,0,30
50551,CA,56,12,36,0,26
50557,CA,60,17,54,20,37.75
50561,CA,,25,40,100,55
50567,CA,42,26,30,20,29.5
50568,CA,58,30,42.5,60,47.625
50570,CA,54,14,24,0,23
50573,CA,44,35,28,30,34.25
50580,CA,65,16,,0,27
50581,CA,78,19,30,0,31.75
50586,CA,60,15,,30,35
50588,CA,66,32,100,0,49.5
50589,CA,20,30,26.66666667,0,19.16666667
50590,CA,46,14,2,40,25.5
50597,CA,40,18,22.5,0,20.125
50599,CA,84,23,24,20,37.75
50603,CA,34,15,28,0,19.25
50604,CA,33.33333333,12,16,60,30.33333333
50608,CA,13.33333333,23,50,30,29.08333333
50609,CA,,32,20,40,30.66666667
50616,CA,66,48,25,40,44.75
50624,CA,66,16,26,0,27
50625,CA,100,28,12,0,35
50633,CA,42,22,25,20,27.25
50636,CA,40,16,44,0,25
50641,CA,62.5,21,,0,27.83333333
50663,CA,92.5,21,22.5,0,34
50674,CA,37.5,20,30,30,29.375
50677,CA,,14,42,100,52
50678,CA,48,18,62,0,32
50684,CA,30,15,60,60,41.25
50686,CA,,27,42,30,33
50689,CA,26,17,25,10,19.5
50690,CA,,35,38,100,57.66666667
50696,CA,72.5,32,10,0,28.625
50701,CA,20,18,16,40,23.5
50704,CA,88,12,70,0,42.5
50709,CA,72,22,32.5,30,39.125
50710,CA,,22,32,100,51.33333333
50723,CA,,26,40,70,45.33333333
50724,CA,40,34,66.66666667,10,37.66666667
50735,CA,50,26,70,0,36.5
50736,CA,38,20,0,0,14.5
50737,CA,47.5,51,34,0,33.125
50738,CA,50,36,66.66666667,0,38.16666667
50739,CA,95,14,84,0,48.25
50740,CA,64,25,46.66666667,0,33.91666667
50742,CA,86,8,30,0,31
50744,CA,,10,57.5,0,22.5
50745,CA,70,8,75,0,38.25
50746,CA,65,12,24,0,25.25
50748,CA,,20,24,70,38
50755,CA,74,24,66.66666667,0,41.16666667
50757,CA,70,16,15,0,25.25
50758,CA,,24,10,0,11.33333333
50760,CA,,26,42.5,60,42.83333333
50761,CA,62,18,60,0,35
50763,CA,96.66666667,,66.66666667,0,54.44444444
50764,CA,50,17,62,60,47.25
50765,CA,,29,45,100,58
50767,CA,,24,46,0,23.33333333
50770,CA,36,31,50,10,31.75
50771,CA,45,11,66.66666667,0,30.66666667
50772,CA,,17,50,40,35.66666667
50775,CA,68,22,46,30,41.5
50776,CA,10,14,0,0,6
50777,CA,,15,28,70,37.66666667
50779,CA,56.66666667,31,80,10,44.41666667
50782,CA,86.66666667,75,,0,53.88888889
60001,CO,52,21,34,20,31.75
60003,CO,60,36,5,0,25.25
60004,CO,50,52,90,30,55.5
60006,CO,52,61,,60,57.66666667
60008,CO,20,28,,30,26
60009,CO,24,45,30,0,24.75
60010,CO,50,32,56,40,44.5
60011,CO,47.5,21,26,60,38.625
60012,CO,42,35,90,0,41.75
60013,CO,70,56,82.5,40,62.125
60014,CO,24,59,50,0,33.25
60015,CO,46,23,42,0,27.75
60020,CO,26,16,42,0,21
60022,CO,56,20,18,0,23.5
60023,CO,32,31,36,0,24.75
60024,CO,56,27,22,10,28.75
60027,CO,78,25,42,10,38.75
60028,CO,48,65,40,30,45.75
60030,CO,54,30,85,0,42.25
60031,CO,56,23,18,10,26.75
60032,CO,60,45,52,10,41.75
60034,CO,44,39,44,0,31.75
60044,CO,35,33,,30,32.66666667
60049,CO,60,79,,80,73
60054,CO,50,27,15,20,28
60064,CO,50,29,22,20,30.25
60065,CO,42,16,52,30,35
60071,CO,32.5,57,,50,46.5
60075,CO,58,60,0,0,29.5
60076,CO,25,45,,10,26.66666667
60096,CO,80,63,,50,64.33333333
60100,CO,46,19,44,0,27.25
60103,CO,45,36,5,10,24
60104,CO,42,50,42,40,43.5
60112,CO,72,27,48,10,39.25
60113,CO,16,29,40,20,26.25
60114,CO,68,32,56,10,41.5
60116,CO,44,50,50,30,43.5
60119,CO,64,44,30,0,34.5
60125,CO,35,33,80,50,49.5
60128,CO,50,48,73.33333333,0,42.83333333
70002,CT,40,35,42,10,31.75
70003,CT,36,37,100,0,43.25
70004,CT,38,36,,60,44.66666667
70005,CT,46,28,44,40,39.5
70006,CT,60,41,64,0,41.25
70007,CT,44,17,24,10,23.75
70008,CT,20,43,,50,37.66666667
70010,CT,56,20,4,0,20
70011,CT,7.5,14,58,0,19.875
70012,CT,26.66666667,18,50,50,36.16666667
70016,CT,28,22,40,0,22.5
70017,CT,40,57,38,0,33.75
70018,CT,68,47,28,20,40.75
70020,CT,38,41,54,20,38.25
70021,CT,47.5,35,,40,40.83333333
70022,CT,76,17,14,0,26.75
70024,CT,50,28,26,0,26
70025,CT,42,28,30,0,25
70027,CT,70,15,56,30,42.75
70028,CT,42,20,42,0,26
70029,CT,38,35,75,20,42
70031,CT,48,53,34,0,33.75
70033,CT,46,23,40,0,27.25
70034,CT,28,25,44,0,24.25
70035,CT,36,21,20,0,19.25
70036,CT,28,26,52,0,26.5
80001,DE,50,25,40,0,28.75
80003,DE,34,17,6.666666667,10,16.91666667
80004,DE,60,19,24,0,25.75
80006,DE,24,38,67.5,0,32.375
80007,DE,50,39,30,0,29.75
80009,DE,40,25,57.5,0,30.625
90001,DC,50,18,20,0,22
90003,DC,67.5,6,38,0,27.875
90004,DC,30,25,24,0,19.75
90005,DC,34,38,50,40,40.5
90008,DC,47.5,15,52.5,0,28.75
90011,DC,52,23,40,0,28.75
100001,FL,72,25,14,20,32.75
100002,FL,48,10,22,0,20
100006,FL,36,24,26,10,24
100007,FL,82,43,46,10,45.25
100008,FL,58,25,20,0,25.75
100012,FL,62,16,54,10,35.5
100014,FL,54,36,57.5,0,36.875
100017,FL,38,14,26,10,22
100018,FL,76,14,40,0,32.5
100019,FL,50,19,34,0,25.75
100022,FL,40,13,42,0,23.75
100023,FL,46,20,2,40,27
100025,FL,48,24,28,0,25
100026,FL,48,15,46,0,27.25
100028,FL,30,24,34,10,24.5
100029,FL,38,19,66,10,33.25
100030,FL,66,17,36,30,37.25
100032,FL,36,11,30,0,19.25
100034,FL,100,30,16,0,36.5
100035,FL,28,15,42,10,23.75
100038,FL,40,32,22,10,26
100039,FL,56,13,18,0,21.75
100040,FL,52,23,26,0,25.25
100043,FL,56,65,40,20,45.25
100044,FL,32,14,32,0,19.5
100045,FL,34,26,70,0,32.5
100046,FL,50,35,50,20,38.75
100047,FL,28,25,70,30,38.25
100049,FL,20,27,43.33333333,0,22.58333333
100050,FL,62.5,8,33.33333333,0,25.95833333
100051,FL,62,29,60,30,45.25
100052,FL,32,22,26,10,22.5
100053,FL,55,28,60,0,35.75
100054,FL,42.5,41,75,50,52.125
100055,FL,52,27,75,10,41
100057,FL,40,45,36,40,40.25
100062,FL,32,19,48,0,24.75
100063,FL,36,33,26,30,31.25
100067,FL,48,30,24,0,25.5
100068,FL,46,40,38,0,31
100069,FL,65,53,52.5,0,42.625
100070,FL,26,10,66,0,25.5
100071,FL,34,15,82.5,10,35.375
100072,FL,76,37,26,10,37.25
100073,FL,50,15,64,0,32.25
100075,FL,68,43,14,0,31.25
100077,FL,36,10,94,0,35
100080,FL,46,14,36,10,26.5
100081,FL,20,97,,10,42.33333333
100084,FL,18,11,42,0,17.75
100086,FL,30,24,6,0,15
100087,FL,60,30,8,0,24.5
100088,FL,92,28,18,0,34.5
100090,FL,40,14,24,0,19.5
100092,FL,34,15,16,0,16.25
100093,FL,50,19,46,30,36.25
100099,FL,25,10,73.33333333,20,32.08333333
100102,FL,17.5,17,,30,21.5
100105,FL,54,17,24,0,23.75
100106,FL,22.5,62,,10,31.5
100107,FL,58,26,70,20,43.5
100109,FL,48,16,52,0,29
100110,FL,30,21,16,0,16.75
100113,FL,68,28,10,0,26.5
100117,FL,80,44,62,30,54
100118,FL,42,26,24,30,30.5
100121,FL,62,56,42.5,20,45.125
100122,FL,36,12,20,0,17
100124,FL,38,19,66.66666667,10,33.41666667
100125,FL,37.5,24,42,30,33.375
100126,FL,44,23,38,0,26.25
100127,FL,50,41,48,10,37.25
100131,FL,84,18,14,0,29
100132,FL,28,42,22,0,23
100135,FL,34,11,8,0,13.25
100137,FL,28,10,70,0,27
100140,FL,32.5,44,50,50,44.125
100142,FL,32,46,,0,26
100150,FL,42,25,40,0,26.75
100151,FL,58,77,34,20,47.25
100154,FL,40,27,22,0,22.25
100156,FL,50,30,60,20,40
100157,FL,18,15,22,0,13.75
100161,FL,62,23,28,20,33.25
100166,FL,54,18,32.5,10,28.625
100167,FL,60,22,22,0,26
100168,FL,26,13,30,10,19.75
100173,FL,40,18,34,0,23
100175,FL,40,56,,10,35.33333333
100176,FL,46,17,20,20,25.75
100177,FL,52,40,42.5,0,33.625
100179,FL,22,18,50,10,25
100180,FL,46.66666667,24,12,30,28.16666667
100181,FL,70,,86.66666667,0,52.22222222
100183,FL,88,17,50,0,38.75
100187,FL,48,20,32,0,25
100189,FL,27.5,10,40,0,19.375
100191,FL,44,19,46,0,27.25
100200,FL,50,19,26,0,23.75
100204,FL,40,12,32,0,21
100206,FL,56,18,56,10,35
100209,FL,82,12,8,0,25.5
100211,FL,35,31,,0,22
100212,FL,20,21,20,0,15.25
100213,FL,28,11,40,0,19.75
100217,FL,34,11,50,10,26.25
100220,FL,70,15,40,0,31.25
100223,FL,42,13,28,20,25.75
100224,FL,28,13,35,10,21.5
100226,FL,44,15,36,30,31.25
100228,FL,36,11,56,0,25.75
100230,FL,32.5,26,34,20,28.125
100231,FL,50,16,22,10,24.5
100232,FL,54,14,17.5,20,26.375
100236,FL,40,9,52,10,27.75
100238,FL,28,26,25,20,24.75
100242,FL,48,19,14,10,22.75
100243,FL,56,14,36,10,29
100244,FL,40,20,48,0,27
100246,FL,37.5,11,32,0,20.125
100248,FL,46,15,46,10,29.25
100249,FL,22,12,37.5,10,20.375
100252,FL,64,26,66.66666667,60,54.16666667
100253,FL,74,26,74,0,43.5
100254,FL,48,33,28,20,32.25
100256,FL,38,15,28,10,22.75
100258,FL,56,9,22,10,24.25
100259,FL,50,24,40,20,33.5
100260,FL,28,19,52,10,27.25
100264,FL,30,21,24,10,21.25
100265,FL,36,35,40,10,30.25
100266,FL,72,44,55,60,57.75
100267,FL,36,29,60,20,36.25
100268,FL,44,17,62,0,30.75
100269,FL,32.5,15,48,10,26.375
100275,FL,30,14,54,20,29.5
100276,FL,57.5,16,22,0,23.875
100281,FL,84,43,14,20,40.25
100284,FL,90,,92.5,0,60.83333333
100285,FL,58,49,68,20,48.75
100286,FL,62,11,60,20,38.25
100287,FL,38,16,14,10,19.5
100288,FL,45,15,26,0,21.5
100289,FL,46,39,42,30,39.25
100290,FL,22,10,32,0,16
100291,FL,26,29,40,10,26.25
100292,FL,38,58,27.5,20,35.875
100296,FL,82.5,42,47.5,0,43
100299,FL,62,24,62.5,10,39.625
100302,FL,42.5,14,63.33333333,0,29.95833333
100307,FL,50,29,28,10,29.25
100314,FL,73.33333333,38,28,10,37.33333333
100315,FL,44,82,50,0,44
100316,FL,40,48,40,0,32
100319,FL,56,59,27.5,20,40.625
100320,FL,57.5,25,0,40,30.625
100321,FL,58,36,56,30,45
100329,FL,47.5,22,23.33333333,0,23.20833333
110001,GA,26,15,20,40,25.25
110002,GA,0,46,66.66666667,0,28.16666667
110003,GA,42,31,12.5,10,23.875
110005,GA,66,40,54,20,45
110006,GA,50,29,30,30,34.75
110008,GA,30,69,28,10,34.25
110010,GA,76,42,10,20,37
110011,GA,48,24,56,0,32
110015,GA,25,37,,20,27.33333333
110016,GA,28,22,20,0,17.5
110018,GA,52,25,72.5,0,37.375
110023,GA,44,55,0,60,39.75
110024,GA,50,13,54,0,29.25
110025,GA,32,31,10,60,33.25
110027,GA,16.66666667,49,,20,28.55555556
110028,GA,38,18,22,0,19.5
110029,GA,62,14,22,30,32
110030,GA,64,34,82,40,55
110031,GA,22,24,32,0,19.5
110032,GA,55,24,,50,43
110034,GA,20,19,12,0,12.75
110035,GA,50,21,36,20,31.75
110036,GA,36,16,24,0,19
110038,GA,18,34,34,20,26.5
110041,GA,27.5,36,,60,41.16666667
110042,GA,46,43,48,50,46.75
110043,GA,26,20,28,0,18.5
110044,GA,15,27,55,20,29.25
110045,GA,13.33333333,19,,90,40.77777778
110046,GA,28,23,,20,23.66666667
110051,GA,27.5,37,,10,24.83333333
110054,GA,46,21,18,0,21.25
110064,GA,27.5,20,28,0,18.875
110069,GA,46,17,40,0,25.75
110073,GA,0,52,,10,20.66666667
110074,GA,52,22,46,20,35
110075,GA,32,16,70,0,29.5
110076,GA,22,17,24,0,15.75
110078,GA,56,13,34,10,28.25
110082,GA,62,29,30,30,37.75
110083,GA,72,27,30,30,39.75
110087,GA,44,15,14,10,20.75
110089,GA,20,29,46.66666667,0,23.91666667
110091,GA,32,13,32,10,21.75
110092,GA,3.333333333,50,,0,17.77777778
110095,GA,38,17,50,20,31.25
110104,GA,30,17,56.66666667,60,40.91666667
110105,GA,30,54,40,20,36
110107,GA,32,27,30,0,22.25
110109,GA,43.33333333,85,,60,62.77777778
110115,GA,32,15,34,10,22.75
110121,GA,16.66666667,60,,100,58.88888889
110122,GA,52,20,42,10,31
110124,GA,37.5,24,25,10,24.125
110125,GA,52,34,30,40,39
110128,GA,38,65,50,40,48.25
110129,GA,20,13,30,0,15.75
110132,GA,20,36,,70,42
110135,GA,25,16,,0,13.66666667
110142,GA,26.66666667,66,,40,44.22222222
110143,GA,42,18,38,10,27
110146,GA,32.5,63,,40,45.16666667
110153,GA,27.5,24,,30,27.16666667
110161,GA,78,45,46,20,47.25
110164,GA,42.5,28,58,0,32.125
110165,GA,64,8,46,40,39.5
110168,GA,60,27,30,40,39.25
110177,GA,20,20,76,10,31.5
110184,GA,42,20,42,40,36
110189,GA,42.5,21,,10,24.5
110191,GA,32,18,58,10,29.5
110192,GA,28,14,22,0,16
110194,GA,25,45,,100,56.66666667
110198,GA,38,35,50,0,30.75
110200,GA,26.66666667,35,36.66666667,0,24.58333333
110201,GA,27.5,20,,20,22.5
110215,GA,58,26,26,30,35
110225,GA,58,35,100,60,63.25
110226,GA,35,31,55,20,35.25
110229,GA,30,21,76,10,34.25
110230,GA,36,30,34,50,37.5
110233,GA,,77,65,0,47.33333333
120001,HI,56,28,40,20,36
120002,HI,66,17,26,80,47.25
120005,HI,28,46,62,70,51.5
120006,HI,34,75,42,50,50.25
120007,HI,66,32,57.5,0,38.875
120011,HI,73.33333333,55,32,100,65.08333333
120014,HI,34,38,46.66666667,60,44.66666667
120019,HI,50,17,37.5,50,38.625
120022,HI,64,54,66,10,48.5
120026,HI,62.5,50,92,50,63.625
120028,HI,27.5,54,,60,47.16666667
130002,ID,60,31,60,50,50.25
130003,ID,24,13,67.5,0,26.125
